Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Lalić,2020-12-02 19:35:36,00:21:53,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: M is for the Many Things She Gave Me (Avsnitt 22),,Philips PHTV15AMT0 Smart TV,00:22:31,00:22:31,SE (Sweden)
Lalić,2020-12-02 19:12:43,00:22:46,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 4: The Harder They Fall (Avsnitt 21),,Philips PHTV15AMT0 Smart TV,00:22:46,00:22:46,SE (Sweden)
Lalić,2020-12-02 18:49:53,00:22:47,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 4: The Ol' Ball and Chain (Avsnitt 20),,Philips PHTV15AMT0 Smart TV,00:22:47,00:22:47,SE (Sweden)
Lalić,2020-12-02 18:47:50,00:01:57,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: You'd Better Shop Around (Avsnitt 19),,Philips PHTV15AMT0 Smart TV,00:21:47,00:21:47,SE (Sweden)
Lalić,2020-12-02 18:27:00,00:20:40,Autoplayed: user action: None; ,Your lie in April: Säsong 1: Resonance (Avsnitt 9),,Philips PHTV15AMT0 Smart TV,00:20:40,Not latest view,SE (Sweden)
Lalić,2020-12-02 18:08:14,00:18:40,Autoplayed: user action: Unspecified; ,Your lie in April: Säsong 1: Let It Ring (Avsnitt 8),,Philips PHTV15AMT0 Smart TV,00:21:30,00:21:30,SE (Sweden)
Lalić,2020-12-01 21:58:50,00:18:50,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: You'd Better Shop Around (Avsnitt 19),,Philips PHTV15AMT0 Smart TV,00:19:55,Not latest view,SE (Sweden)
Lalić,2020-12-01 21:36:55,00:21:45,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: Stop Will! In the Name of Love (Avsnitt 18),,Philips PHTV15AMT0 Smart TV,00:22:46,00:22:46,SE (Sweden)
Lalić,2020-12-01 21:14:57,00:21:53,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: When You Hit Upon a Star (Avsnitt 17),,Philips PHTV15AMT0 Smart TV,00:22:48,00:22:48,SE (Sweden)
Lalić,2020-12-01 20:33:24,00:21:48,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: I Know Why the Caged Bird Screams (Avsnitt 16),,Philips PHTV15AMT0 Smart TV,00:22:48,00:22:48,SE (Sweden)
Lalić,2020-12-01 20:11:47,00:21:30,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: Who's the Boss? (Avsnitt 15),,Philips PHTV15AMT0 Smart TV,00:22:31,00:22:31,SE (Sweden)
Lalić,2020-12-01 19:50:12,00:21:20,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: Sleepless in Bel-Air (Avsnitt 14),,Philips PHTV15AMT0 Smart TV,00:22:21,00:22:21,SE (Sweden)
Lalić,2020-12-01 08:23:27,00:01:03,,Your lie in April: Säsong 1: Let It Ring (Avsnitt 8),,Chrome PC (Cadmium),00:02:52,Not latest view,SE (Sweden)
Lalić,2020-12-01 08:17:54,00:05:15,,Your lie in April: Säsong 1: The Shadow Whispers (Avsnitt 7),,Chrome PC (Cadmium),00:21:21,00:21:21,SE (Sweden)
Lalić,2020-11-30 21:45:13,00:22:48,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: 'Twas the Night Before Christening (Avsnitt 13),,Philips PHTV15AMT0 Smart TV,00:22:48,00:22:48,SE (Sweden)
Lalić,2020-11-30 20:50:30,00:22:45,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: You've Got To Be a Football Hero (Avsnitt 12),,Philips PHTV15AMT0 Smart TV,00:22:45,00:22:45,SE (Sweden)
Lalić,2020-11-30 20:28:59,00:21:25,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: Take My Cousin...Please (Avsnitt 11),,Philips PHTV15AMT0 Smart TV,00:22:17,00:22:17,SE (Sweden)
Lalić,2020-11-30 20:19:39,00:09:11,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: Home Is Where the Heart Attack Is (Avsnitt 10),,Philips PHTV15AMT0 Smart TV,00:22:49,00:22:49,SE (Sweden)
Lalić,2020-11-30 15:31:37,00:12:39,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: Home Is Where the Heart Attack Is (Avsnitt 10),,Philips PHTV15AMT0 Smart TV,00:13:42,Not latest view,SE (Sweden)
Lalić,2020-11-30 15:05:06,00:21:16,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: Fresh Prince After Dark (Avsnitt 9),,Philips PHTV15AMT0 Smart TV,00:22:21,00:22:21,SE (Sweden)
Lalić,2020-11-30 14:47:04,00:17:53,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: Blood Is Thicker Than Mud (Avsnitt 8),,Philips PHTV15AMT0 Smart TV,00:21:35,00:21:35,SE (Sweden)
Lalić,2020-11-30 14:46:52,00:00:05,,Sagan om ringen – Härskarringen,,Philips PHTV15AMT0 Smart TV,00:00:05,00:00:05,SE (Sweden)
Lalić,2020-11-29 22:20:57,00:02:41,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: Blood Is Thicker Than Mud (Avsnitt 8),,Philips PHTV15AMT0 Smart TV,00:03:44,Not latest view,SE (Sweden)
Lalić,2020-11-29 21:59:05,00:21:45,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: Hex and the Single Guy (Avsnitt 7),,Philips PHTV15AMT0 Smart TV,00:22:50,00:22:50,SE (Sweden)
Lalić,2020-11-29 21:37:54,00:21:04,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: Will Goes a Courtin' (Avsnitt 6),,Philips PHTV15AMT0 Smart TV,00:22:01,00:22:01,SE (Sweden)
Lalić,2020-11-29 21:16:33,00:21:10,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 4: It's Better to Have Loved and Lost It... (Avsnitt 5),,Philips PHTV15AMT0 Smart TV,00:22:14,00:22:14,SE (Sweden)
Lalić,2020-11-29 20:55:11,00:21:13,,Fresh Prince i Bel-Air: Säsong 4: Father of the Year (Avsnitt 4),,Philips PHTV15AMT0 Smart TV,00:22:44,00:22:44,SE (Sweden)
Lalić,2020-11-29 19:32:45,00:01:33,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 4: Father of the Year (Avsnitt 4),,Philips PHTV15AMT0 Smart TV,00:01:33,Not latest view,SE (Sweden)
Lalić,2020-11-29 19:29:41,00:02:57,Autoplayed: user action: Unspecified; ,"Fresh Prince i Bel-Air: Säsong 4: All Guts, No Glory (Avsnitt 3)",,Philips PHTV15AMT0 Smart TV,00:22:49,00:22:49,SE (Sweden)
Lalić,2020-11-29 17:21:34,02:04:46,Autoplayed: user action: Unspecified; ,King Kong,,Philips PHTV15AMT0 Smart TV,02:58:09,02:58:09,SE (Sweden)
Lalić,2020-11-29 13:32:10,00:42:48,,King Kong,,Philips PHTV15AMT0 Smart TV,00:42:48,Not latest view,SE (Sweden)
Lalić,2020-11-28 22:24:01,00:19:53,Autoplayed: user action: Unspecified; ,"Fresh Prince i Bel-Air: Säsong 4: All Guts, No Glory (Avsnitt 3)",,Philips PHTV15AMT0 Smart TV,00:19:56,Not latest view,SE (Sweden)
Lalić,2020-11-28 22:03:03,00:20:55,Autoplayed: user action: None; ,"Fresh Prince i Bel-Air: Säsong 4: Where There's a Will, There's a Way: del 2 (Avsnitt 2)",,Philips PHTV15AMT0 Smart TV,00:22:47,00:22:47,SE (Sweden)
Lalić,2020-11-28 21:42:48,00:20:06,Autoplayed: user action: Unspecified; ,"Fresh Prince i Bel-Air: Säsong 4: Where There's a Will, There's a Way: del 1 (Avsnitt 1)",,Philips PHTV15AMT0 Smart TV,00:21:08,00:21:08,SE (Sweden)
Lalić,2020-11-28 21:19:29,00:23:16,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 3: Six Degrees of Graduation (Avsnitt 24),,Philips PHTV15AMT0 Smart TV,00:23:16,00:23:16,SE (Sweden)
Lalić,2020-11-28 20:56:13,00:23:14,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 3: The Way We Were (Avsnitt 23),,Philips PHTV15AMT0 Smart TV,00:23:15,00:23:15,SE (Sweden)
Lalić,2020-11-28 20:33:52,00:22:13,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 3: Ain't No Business Like Show Business (Avsnitt 22),,Philips PHTV15AMT0 Smart TV,00:23:15,00:23:15,SE (Sweden)
Lalić,2020-11-28 20:11:31,00:22:13,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 3: You Bet Your Life (Avsnitt 21),,Philips PHTV15AMT0 Smart TV,00:23:14,00:23:14,SE (Sweden)
Lalić,2020-11-28 19:49:34,00:21:51,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 3: The Baby Comes Out (Avsnitt 20),,Philips PHTV15AMT0 Smart TV,00:22:56,00:22:56,SE (Sweden)
Lalić,2020-11-28 19:27:17,00:22:11,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 3: Just Say Yo (Avsnitt 19),,Philips PHTV15AMT0 Smart TV,00:23:14,00:23:14,SE (Sweden)
Lalić,2020-11-28 19:05:00,00:22:13,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 3: The Alma Matter (Avsnitt 18),,Philips PHTV15AMT0 Smart TV,00:23:14,00:23:14,SE (Sweden)
Lalić,2020-11-28 18:41:35,00:23:14,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 3: The Best Laid Plans (Avsnitt 17),,Philips PHTV15AMT0 Smart TV,00:23:15,00:23:15,SE (Sweden)
Lalić,2020-11-28 18:20:43,00:20:46,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 3: Bundle of Joy (Avsnitt 16),,Philips PHTV15AMT0 Smart TV,00:20:46,00:20:46,SE (Sweden)
Lalić,2020-11-28 17:57:23,00:23:13,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 3: Robbing the Banks (Avsnitt 15),,Philips PHTV15AMT0 Smart TV,00:23:14,00:23:14,SE (Sweden)
Lalić,2020-11-28 17:35:01,00:22:13,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 3: Winner Takes Off (Avsnitt 14),,Philips PHTV15AMT0 Smart TV,00:23:16,00:23:16,SE (Sweden)
Lalić,2020-11-28 17:11:46,00:23:13,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 3: Mommy Nearest (Avsnitt 13),,Philips PHTV15AMT0 Smart TV,00:23:16,00:23:16,SE (Sweden)
Lalić,2020-11-28 16:49:27,00:22:13,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 3: The Cold War (Avsnitt 12),,Philips PHTV15AMT0 Smart TV,00:23:14,00:23:14,SE (Sweden)
Lalić,2020-11-28 16:26:51,00:22:33,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 3: A Funny Thing Happened on the Way from the Forum (Avsnitt 11),,Philips PHTV15AMT0 Smart TV,00:22:36,00:22:36,SE (Sweden)
Lalić,2020-11-28 16:03:29,00:23:17,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 3: Asses to Ashes (Avsnitt 10),,Philips PHTV15AMT0 Smart TV,00:23:17,00:23:17,SE (Sweden)
Lalić,2020-11-28 15:41:07,00:22:14,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 3: A Night at the Oprah (Avsnitt 9),,Philips PHTV15AMT0 Smart TV,00:23:16,00:23:16,SE (Sweden)
Lalić,2020-11-28 15:18:46,00:22:13,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 3: Boyz in the Woods (Avsnitt 8),,Philips PHTV15AMT0 Smart TV,00:23:16,00:23:16,SE (Sweden)
Lalić,2020-11-28 14:56:30,00:22:10,,Fresh Prince i Bel-Air: Säsong 3: Here Comes the Judge (Avsnitt 7),,Philips PHTV15AMT0 Smart TV,00:23:14,00:23:14,SE (Sweden)
Lalić,2020-11-28 14:53:18,00:03:04,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 3: P.S. I Love You.. (Avsnitt 6),,Philips PHTV15AMT0 Smart TV,00:23:16,00:23:16,SE (Sweden)
Lalić,2020-11-28 11:57:55,00:20:13,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 3: P.S. I Love You.. (Avsnitt 6),,Philips PHTV15AMT0 Smart TV,00:20:14,Not latest view,SE (Sweden)
Lalić,2020-11-28 11:35:36,00:22:12,Autoplayed: user action: Unspecified; ,"Fresh Prince i Bel-Air: Säsong 3: Mama's Baby, Carlton's Maybe (Avsnitt 5)",,Philips PHTV15AMT0 Smart TV,00:23:15,00:23:15,SE (Sweden)
Lalić,2020-11-28 11:15:38,00:19:51,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 3: Hilary Gets a Job (Avsnitt 4),,Philips PHTV15AMT0 Smart TV,00:23:15,00:23:15,SE (Sweden)
Lalić,2020-11-27 23:03:33,00:02:27,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 3: Hilary Gets a Job (Avsnitt 4),,Philips PHTV15AMT0 Smart TV,00:03:27,Not latest view,SE (Sweden)
Lalić,2020-11-27 22:41:16,00:22:14,Autoplayed: user action: Unspecified; ,"Fresh Prince i Bel-Air: Säsong 3: That's No Lady, That's My Cousin (Avsnitt 3)",,Philips PHTV15AMT0 Smart TV,00:23:16,00:23:16,SE (Sweden)
Lalić,2020-11-27 22:19:35,00:21:34,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 3: Will Gets Committed (Avsnitt 2),,Philips PHTV15AMT0 Smart TV,00:23:16,00:23:16,SE (Sweden)
Lalić,2020-11-27 21:44:11,00:20:40,Autoplayed: user action: None; ,Family Guy: Säsong 13: Take My Wife (Avsnitt 19),,Philips PHTV15AMT0 Smart TV,00:21:11,00:21:11,SE (Sweden)
Lalić,2020-11-27 21:23:30,00:20:39,Autoplayed: user action: None; ,Family Guy: Säsong 13: Fighting Irish (Avsnitt 18),,Philips PHTV15AMT0 Smart TV,00:21:10,00:21:10,SE (Sweden)
Lalić,2020-11-27 20:44:47,00:21:07,Autoplayed: user action: Unspecified; ,Family Guy: Säsong 13: Roasted Guy (Avsnitt 17),,Philips PHTV15AMT0 Smart TV,00:21:07,00:21:07,SE (Sweden)
Lalić,2020-11-27 19:32:52,00:00:50,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 3: Will Gets Committed (Avsnitt 2),,Philips PHTV15AMT0 Smart TV,00:00:53,Not latest view,SE (Sweden)
Lalić,2020-11-27 19:10:36,00:22:14,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 3: How I Spent My Summer Vacation (Avsnitt 1),,Philips PHTV15AMT0 Smart TV,00:23:15,00:23:15,SE (Sweden)
Lalić,2020-11-27 18:48:57,00:21:37,,Fresh Prince i Bel-Air: Säsong 2: Striptease for Two (Avsnitt 24),,Philips PHTV15AMT0 Smart TV,00:22:40,00:22:40,SE (Sweden)
Lalić,2020-11-27 18:33:45,00:15:04,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: Be My Baby Tonight (Avsnitt 23),,Philips PHTV15AMT0 Smart TV,00:23:16,00:23:16,SE (Sweden)
Lalić,2020-11-27 13:59:11,00:07:03,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: Be My Baby Tonight (Avsnitt 23),,Philips PHTV15AMT0 Smart TV,00:08:12,Not latest view,SE (Sweden)
Lalić,2020-11-27 13:51:35,00:07:25,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: The Aunt Who Came to Dinner (Avsnitt 22),,Philips PHTV15AMT0 Smart TV,00:23:17,00:23:17,SE (Sweden)
Lalić,2020-11-26 21:11:22,00:14:55,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: The Aunt Who Came to Dinner (Avsnitt 22),,Philips PHTV15AMT0 Smart TV,00:15:56,Not latest view,SE (Sweden)
Lalić,2020-11-26 20:48:56,00:22:14,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: Vying for Attention (Avsnitt 21),,Philips PHTV15AMT0 Smart TV,00:23:17,00:23:17,SE (Sweden)
Lalić,2020-11-26 20:25:25,00:23:22,,Fresh Prince i Bel-Air: Säsong 2: Those Were the Days (Avsnitt 20),,Philips PHTV15AMT0 Smart TV,00:23:22,00:23:22,SE (Sweden)
Lalić,2020-11-26 20:02:56,00:22:13,,Fresh Prince i Bel-Air: Säsong 2: Eyes on the Prize (Avsnitt 19),,Philips PHTV15AMT0 Smart TV,00:23:17,00:23:17,SE (Sweden)
Lalić,2020-11-26 19:40:34,00:22:14,,Fresh Prince i Bel-Air: Säsong 2: Ill Will (Avsnitt 18),,Philips PHTV15AMT0 Smart TV,00:23:16,00:23:16,SE (Sweden)
Lalić,2020-11-26 19:34:18,00:06:12,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: Community Action (Avsnitt 17),,Philips PHTV15AMT0 Smart TV,00:23:15,00:23:15,SE (Sweden)
Lalić,2020-11-26 19:17:00,00:17:06,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 2: Community Action (Avsnitt 17),,Philips PHTV15AMT0 Smart TV,00:17:07,Not latest view,SE (Sweden)
Lalić,2020-11-26 18:09:45,00:23:17,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: Geoffrey Cleans Up (Avsnitt 16),,Philips PHTV15AMT0 Smart TV,00:23:17,00:23:17,SE (Sweden)
Lalić,2020-11-26 17:53:44,00:15:52,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: My Brother's Keeper (Avsnitt 15),,Philips PHTV15AMT0 Smart TV,00:23:14,00:23:14,SE (Sweden)
Lalić,2020-11-26 16:52:40,00:20:35,Autoplayed: user action: None; ,Family Guy: Säsong 13: Once Bitten (Avsnitt 16),,Philips PHTV15AMT0 Smart TV,00:21:06,00:21:06,SE (Sweden)
Lalić,2020-11-26 16:32:04,00:20:34,Autoplayed: user action: None; ,Family Guy: Säsong 13: #JOLO (Avsnitt 15),,Philips PHTV15AMT0 Smart TV,00:21:05,00:21:05,SE (Sweden)
Lalić,2020-11-26 16:26:25,00:05:35,Autoplayed: user action: Unspecified; ,Family Guy: Säsong 13: Dr. C & the Women (Avsnitt 14),,Philips PHTV15AMT0 Smart TV,00:21:10,00:21:10,SE (Sweden)
Lalić,2020-11-26 16:18:44,00:07:25,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 2: My Brother's Keeper (Avsnitt 15),,Philips PHTV15AMT0 Smart TV,00:07:25,Not latest view,SE (Sweden)
Lalić,2020-11-26 15:55:20,00:23:18,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 2: Hilary Gets a Life (Avsnitt 14),,Philips PHTV15AMT0 Smart TV,00:23:18,00:23:18,SE (Sweden)
Lalić,2020-11-26 15:32:22,00:22:57,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 2: Christmas Show (Avsnitt 13),,Philips PHTV15AMT0 Smart TV,00:22:58,00:22:58,SE (Sweden)
Lalić,2020-11-26 15:10:01,00:22:13,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: Something for Nothing (Avsnitt 12),,Philips PHTV15AMT0 Smart TV,00:23:12,00:23:12,SE (Sweden)
Lalić,2020-11-26 14:46:41,00:23:10,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: The Butler Did It (Avsnitt 11),,Philips PHTV15AMT0 Smart TV,00:23:17,00:23:17,SE (Sweden)
Lalić,2020-11-26 10:31:55,01:45:58,,Immortals,,Google Chromecast V3 Streaming Stick,01:45:58,01:45:58,SE (Sweden)
Lalić,2020-11-25 21:21:38,00:01:32,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 2: The Butler Did It (Avsnitt 11),,Philips PHTV15AMT0 Smart TV,00:01:32,Not latest view,SE (Sweden)
Lalić,2020-11-25 20:59:32,00:21:54,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: Hi-Ho Silver (Avsnitt 10),,Philips PHTV15AMT0 Smart TV,00:22:56,00:22:56,SE (Sweden)
Lalić,2020-11-25 20:42:38,00:16:49,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: Cased Up (Avsnitt 9),,Philips PHTV15AMT0 Smart TV,00:23:16,00:23:16,SE (Sweden)
Lalić,2020-11-25 18:47:47,00:05:26,,Fresh Prince i Bel-Air: Säsong 2: Cased Up (Avsnitt 9),,Philips PHTV15AMT0 Smart TV,00:06:27,Not latest view,SE (Sweden)
Lalić,2020-11-25 18:43:18,00:04:23,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: She Ain't Heavy (Avsnitt 8),,Philips PHTV15AMT0 Smart TV,00:23:16,00:23:16,SE (Sweden)
Lalić,2020-11-25 17:56:01,00:15:07,Autoplayed: user action: None; ,Family Guy: Säsong 13: Dr. C & the Women (Avsnitt 14),,Philips PHTV15AMT0 Smart TV,00:15:38,Not latest view,SE (Sweden)
Lalić,2020-11-25 17:49:24,00:06:33,Autoplayed: user action: Unspecified; ,Family Guy: Säsong 13: Stewie Is Enceinte (Avsnitt 13),,Philips PHTV15AMT0 Smart TV,00:21:09,00:21:09,SE (Sweden)
Lalić,2020-11-25 16:13:10,00:18:54,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 2: She Ain't Heavy (Avsnitt 8),,Philips PHTV15AMT0 Smart TV,00:18:54,Not latest view,SE (Sweden)
Lalić,2020-11-25 15:49:47,00:23:17,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: The Big Four-Oh (Avsnitt 7),,Philips PHTV15AMT0 Smart TV,00:23:17,00:23:17,SE (Sweden)
Lalić,2020-11-25 15:37:54,00:11:46,,The Christmas Chronicles 2,,Philips PHTV15AMT0 Smart TV,00:11:46,Not latest view,SE (Sweden)
Lalić,2020-11-24 20:43:30,00:23:03,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 2: Guess Who's Coming to Marry? (Avsnitt 6),,Philips PHTV15AMT0 Smart TV,00:23:03,00:23:03,SE (Sweden)
Lalić,2020-11-24 20:28:11,00:15:16,,Fresh Prince i Bel-Air: Säsong 2: Granny Gets Busy (Avsnitt 5),,Philips PHTV15AMT0 Smart TV,00:23:00,00:23:00,SE (Sweden)
Lalić,2020-11-24 19:15:49,00:07:47,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 2: Granny Gets Busy (Avsnitt 5),,Philips PHTV15AMT0 Smart TV,00:07:47,Not latest view,SE (Sweden)
Lalić,2020-11-24 19:00:08,00:15:35,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: PSAT Pstory (Avsnitt 4),,Philips PHTV15AMT0 Smart TV,00:23:16,00:23:16,SE (Sweden)
Lalić,2020-11-24 16:30:33,00:06:53,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: PSAT Pstory (Avsnitt 4),,Philips PHTV15AMT0 Smart TV,00:07:43,Not latest view,SE (Sweden)
Lalić,2020-11-24 16:08:33,00:21:54,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: Will Gets a Job (Avsnitt 3),,Philips PHTV15AMT0 Smart TV,00:22:55,00:22:55,SE (Sweden)
Lalić,2020-11-24 15:46:21,00:22:10,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 2: The Mother of All Battles (Avsnitt 2),,Philips PHTV15AMT0 Smart TV,00:22:10,00:22:10,SE (Sweden)
Lalić,2020-11-24 15:24:13,00:22:02,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 2: Did the Earth Move for You? (Avsnitt 1),,Philips PHTV15AMT0 Smart TV,00:23:00,00:23:00,SE (Sweden)
Lalić,2020-11-24 15:01:05,00:23:07,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 1: Working It Out (Avsnitt 25),,Philips PHTV15AMT0 Smart TV,00:23:08,00:23:08,SE (Sweden)
Lalić,2020-11-24 14:50:24,00:10:36,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 1: Just Infatuation (Avsnitt 24),,Philips PHTV15AMT0 Smart TV,00:23:00,00:23:00,SE (Sweden)
Lalić,2020-11-23 22:06:01,00:11:27,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 1: Just Infatuation (Avsnitt 24),,Philips PHTV15AMT0 Smart TV,00:12:27,Not latest view,SE (Sweden)
Lalić,2020-11-23 21:30:47,00:23:40,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 1: 72 Hours (Avsnitt 23),,Philips PHTV15AMT0 Smart TV,00:23:41,00:23:41,SE (Sweden)
Lalić,2020-11-23 21:07:02,00:23:44,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 1: Banks Shot (Avsnitt 22),,Philips PHTV15AMT0 Smart TV,00:23:45,00:23:45,SE (Sweden)
Lalić,2020-11-23 20:42:42,00:24:04,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 1: Love at First Fight (Avsnitt 21),,Philips PHTV15AMT0 Smart TV,00:23:54,00:23:54,SE (Sweden)
Lalić,2020-11-23 20:19:11,00:23:14,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 1: Nice Lady (Avsnitt 20),,Philips PHTV15AMT0 Smart TV,00:23:15,00:23:15,SE (Sweden)
Lalić,2020-11-23 19:55:34,00:23:36,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 1: It Had to Be You (Avsnitt 19),,Philips PHTV15AMT0 Smart TV,00:23:37,00:23:37,SE (Sweden)
Lalić,2020-11-23 19:32:01,00:23:31,Autoplayed: user action: None; ,Fresh Prince i Bel-Air: Säsong 1: The Young and the Restless (Avsnitt 18),,Philips PHTV15AMT0 Smart TV,00:23:32,00:23:32,SE (Sweden)
Lalić,2020-11-23 19:09:11,00:22:47,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 1: The Ethnic Tip (Avsnitt 17),,Philips PHTV15AMT0 Smart TV,00:23:32,00:23:32,SE (Sweden)
Lalić,2020-11-23 18:46:19,00:22:49,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 1: Lucky Charm (Avsnitt 16),,Philips PHTV15AMT0 Smart TV,00:23:39,00:23:39,SE (Sweden)
Lalić,2020-11-23 18:01:30,00:23:14,Autoplayed: user action: Unspecified; ,Fresh Prince i Bel-Air: Säsong 1: Deck the Halls (Avsnitt 15),,Philips PHTV15AMT0 Smart TV,00:23:14,00:23:14,SE (Sweden)
Lalić,2020-11-23 17:54:42,00:06:44,,Fresh Prince i Bel-Air: Säsong 1: Day Damn One (Avsnitt 14),,Philips PHTV15AMT0 Smart TV,00:23:09,00:23:09,SE (Sweden)
